order_item_id,order_id,product_id,quantity,unit_price,discount_pct
566,339,16,2,6515.46,10
567,339,37,1,19008.51,5
568,340,16,1,7139.47,5
569,341,87,2,25682.5,10
570,341,90,1,37169.95,5
571,341,80,1,32052.11,0
572,342,27,3,19271.25,10
573,343,111,2,9123.35,15
574,344,64,2,4702.8,5
575,345,97,3,30971.28,10
576,346,137,1,27594.91,10
577,346,11,1,7048.07,0
578,347,70,1,5951.82,5
579,347,143,1,19004.78,0
580,347,48,1,25619.24,10
581,348,94,1,10003.12,5
582,349,76,1,36623.29,0
583,350,60,1,29240.91,10
584,351,68,1,34345.82,20
585,351,57,1,40943.05,0
586,352,64,2,4511.65,25
587,352,80,1,36198.42,25
588,352,87,1,21728.63,15
589,352,120,5,24032.11,15
590,353,143,2,16841.13,5
591,353,79,1,28126.4,5
592,354,36,1,5383.74,25
593,354,54,2,3383.8,5
594,355,145,1,24308.94,0
595,355,100,1,647.36,0
596,356,86,2,42676.49,10
597,357,22,1,30523.63,5
598,357,75,1,25208.15,0
599,358,36,1,3990.46,15
600,358,29,1,38530.23,5
601,359,142,3,43499.38,10
602,359,18,1,2224.28,0
603,360,38,1,4519.5,0
604,360,101,2,36270.77,0
605,360,34,1,27617.42,5
606,361,121,1,35494.46,15
607,361,87,1,25016.55,15
608,362,110,1,22865.95,0
609,362,67,2,38377.18,20
610,363,43,1,4840.66,0
611,363,123,1,23457.25,0
612,363,22,4,27081.57,15
613,364,87,1,24476.73,0
614,364,77,1,16212.28,10
615,364,125,1,27015.5,0
616,364,96,1,27066.3,0
617,365,122,1,26151.92,10
618,365,40,1,35676.02,0
619,366,104,1,30536.78,0
620,367,119,1,9540.77,5
621,368,138,1,6112.26,0
622,368,120,2,23288.27,15
623,369,17,2,32149.31,15
624,370,102,1,30290.23,10
625,371,130,5,44948.85,0
626,372,145,2,24384.24,5
627,372,108,2,37401.83,10
628,373,90,1,36641.68,0
629,374,119,3,10263.39,0
630,375,63,4,14078.13,15
631,376,5,1,6408.33,5
632,376,25,2,27748.08,10
633,377,73,2,30368.84,0
634,378,124,1,15610.09,15
635,379,22,1,32628.54,0
636,379,93,1,40395.03,20
637,380,35,1,2694.58,0
638,380,55,1,1838.36,20
639,381,128,1,34913.61,5
640,382,20,2,12065.19,10
641,382,5,3,6346.82,15
642,383,63,1,13588.94,0
643,384,32,1,33372.46,0
644,384,74,1,42118.56,20
645,385,145,3,19420.14,5
646,386,101,1,28563.72,10
647,387,79,2,27541.24,0
648,387,23,1,18083.99,10
649,388,56,1,18338.51,0
650,388,137,1,29434.13,10
651,389,106,1,24330.31,0
652,390,69,2,37799.13,5
653,391,22,1,29456.62,0
654,391,32,1,25454.6,10
655,391,2,2,6258.29,0
656,392,123,1,24001.79,5
657,392,85,1,9938.31,10
658,393,14,4,10088.87,0
659,394,37,1,19956.36,20
660,394,27,3,15053.31,15
661,395,64,2,4745.51,10
662,396,70,1,5428.79,0
663,397,15,1,22475.33,10
664,398,29,1,30947.26,0
665,399,74,1,37386.37,15
666,400,28,2,14814.4,0
667,401,59,1,19451.43,0
668,402,73,1,21971.89,0
669,403,149,1,32406.72,25
670,404,10,1,3493.56,15
671,405,132,2,39725.05,0
672,405,62,2,11840.51,25
673,406,132,2,40516.1,0
674,407,127,3,36756.47,15
675,407,6,1,22236.46,10
676,408,80,1,29701.37,15
677,409,72,1,18955.13,5
678,410,16,4,6185.3,5
679,410,38,1,5092.75,10
680,411,65,4,2882.27,5
681,411,126,2,10237.42,0
682,411,83,2,8350.64,10
683,411,17,1,38890.11,10
684,412,113,1,34403.81,5
685,413,140,1,13969.6,0
686,414,70,1,6647.62,0
687,414,71,3,23935.19,15
688,415,131,2,17910.8,10
689,415,49,2,41528.65,15
690,415,21,1,4962.69,15
691,416,136,1,20636.99,15
692,416,64,2,4492.74,0
693,416,32,1,29444.52,0
694,416,20,3,8873.34,15
695,417,16,2,6147.43,0
696,418,60,1,32230.44,25
697,419,137,2,37063.39,20
698,419,103,2,4865.81,10
699,420,61,1,4171.82,5
700,420,104,1,34436.98,5
701,421,61,1,3726.39,15
702,421,76,1,38068.94,15
703,422,15,2,23768.13,0
704,422,132,1,35538.73,15
705,422,103,2,4472.38,10
706,423,75,1,21571.67,0
707,423,28,4,18627.96,0
708,424,74,5,34409.92,5
709,425,133,2,35327.74,0
710,426,125,1,37338.11,0
711,426,56,1,19024.47,0
712,427,64,1,6104.23,20
713,428,127,1,47087.22,0
714,429,121,1,39533.78,5
715,430,89,2,33966.37,0
716,431,17,1,39117.99,15
717,432,97,1,29425.89,10
718,432,55,1,1629.87,15
719,432,137,3,31690.77,10
720,433,110,1,25773.84,10
721,434,16,1,5938.82,5
722,435,144,3,34772.29,10
723,436,13,1,41014.33,0
724,437,78,2,38733.9,10
725,437,85,2,7845.68,0
726,437,73,1,29298.02,20
727,437,119,1,8960.71,5
728,438,68,3,35665.03,10
729,438,74,1,41586.74,10
730,438,99,1,34536.59,15
731,439,117,1,29312.31,5
732,440,137,1,30948.69,5
733,440,146,1,29360.94,0
734,441,138,3,6236.82,0
735,442,115,3,28216.24,0
736,442,54,1,2889.79,0
737,442,79,1,33975.0,20
738,442,15,1,30542.92,15
739,443,139,3,21439.11,0
740,444,118,1,18043.78,0
741,445,112,1,2480.27,5
742,445,106,2,32310.02,5
743,446,105,1,19447.37,15
744,446,47,1,42638.19,5
745,446,118,1,18646.21,20
746,447,126,2,8610.8,0
747,448,148,2,38201.29,5
748,448,98,2,24904.64,20
749,449,150,1,27474.91,0
750,450,48,1,22461.21,5
751,450,82,2,42529.02,0
752,450,16,3,7577.52,10
753,451,133,1,30035.14,0
754,452,74,1,42179.99,20
755,452,21,2,6051.4,20
756,452,61,1,3422.88,15
757,453,24,1,25418.01,5
758,454,23,1,22469.8,25
759,455,87,4,23450.7,15
760,455,139,2,16684.1,5
761,455,2,1,6418.41,0
762,455,53,2,3231.34,10
763,456,139,1,18431.38,10
764,456,15,1,23962.64,0
765,456,140,1,13385.07,10
766,456,122,1,28319.47,25
767,457,123,3,30053.2,0
768,457,92,1,28975.19,0
769,458,23,1,21757.78,20
770,459,88,3,20352.19,0
771,460,142,1,43997.84,20
772,461,99,1,38825.24,15
773,462,27,1,19916.83,5
774,462,21,4,4435.69,0
775,463,49,1,41552.05,0
776,464,44,1,13840.45,5
777,464,44,2,15339.71,10
778,465,128,4,30082.75,5
779,465,23,2,22222.26,15
780,466,129,1,18401.43,10
781,467,125,2,33751.23,10
782,467,36,3,4454.1,25
783,468,55,2,1406.68,10
784,468,110,2,22928.02,20
785,469,16,1,7859.36,0
786,469,89,2,27762.82,10
787,470,18,2,3069.66,10
788,471,38,1,5163.95,20
789,471,20,1,12164.75,5
790,472,19,1,3065.12,0
791,473,13,3,46149.76,5
792,474,17,2,30702.48,0
793,474,30,1,28506.38,0
794,475,43,2,6193.15,5
795,475,48,2,27192.49,20
796,476,43,3,4967.03,0
797,477,93,1,40291.25,0
798,477,114,1,14252.61,20
799,478,66,2,23437.61,0
800,478,119,1,10678.04,25
801,478,53,1,3929.52,0
802,478,72,1,15836.46,5
803,479,78,2,38736.96,0
804,480,74,1,46663.45,25
805,480,72,1,13945.43,20
806,480,13,1,39215.51,15
807,481,59,1,18811.46,0
808,481,32,3,28425.41,25
809,482,83,1,6619.88,20
810,482,120,1,23554.03,5
811,483,54,1,2942.77,10
812,484,2,1,7137.26,25
813,485,118,3,18408.97,5
814,485,37,5,19580.66,0
815,485,97,1,26518.76,20
816,486,103,1,5272.65,5
817,487,114,1,11798.04,25
818,488,1,1,4225.84,10
819,488,128,2,28936.87,0
820,489,103,1,6541.84,5
821,490,145,2,19720.22,10
822,490,57,2,46894.17,0
823,491,70,1,5130.04,5
824,491,44,2,11400.25,0
825,492,141,3,1439.69,10
826,492,76,2,44165.94,25
827,492,85,3,8619.68,10
828,493,66,2,20108.81,10
829,493,53,2,4290.35,5
830,494,18,3,2426.51,10
831,495,28,2,14685.78,10
832,496,132,1,40828.33,15
833,496,42,1,16857.48,20
834,497,126,3,9964.62,10
835,498,117,1,33600.94,25
836,498,134,1,19943.21,15
837,498,102,1,28222.15,0
838,498,137,1,38042.7,5
839,499,148,2,38106.45,20
840,499,38,1,5205.49,20
841,500,50,1,36612.63,5
842,501,60,3,39912.26,10
843,501,141,2,1699.61,5
844,501,119,3,10065.51,0
845,502,99,1,40520.61,20
846,503,94,2,7409.86,20
847,504,68,2,37375.11,5
848,504,140,1,11365.38,0
849,505,64,2,5975.14,15
850,505,79,1,30741.3,5
851,505,53,2,3611.34,0
852,506,26,2,21868.23,0
853,507,138,1,5703.42,0
854,508,140,2,11049.04,10
855,509,150,1,25184.51,0
856,510,21,2,6003.51,0
857,511,71,1,21408.33,20
858,512,82,1,41926.23,25
859,512,60,1,29172.88,0
860,513,99,1,36307.96,0
861,513,47,2,34953.62,10
862,513,143,3,14809.17,0
863,514,24,1,26047.82,0
864,515,10,1,3626.8,0
865,516,120,1,27746.44,20
866,516,88,2,25519.45,25
867,516,104,1,32837.53,15
868,517,124,1,14291.93,10
869,517,34,1,24540.56,10
870,518,41,1,30458.82,5
871,518,11,1,6293.36,10
872,518,1,1,4335.35,10
873,519,82,1,34763.77,15
874,520,26,1,16899.18,0
875,521,53,2,3617.53,0
876,522,125,1,29568.58,25
877,522,9,1,5823.5,0
878,523,9,1,6299.42,0
879,524,129,2,23472.94,5
880,524,59,3,16451.62,0
881,525,106,2,24968.1,0
882,526,125,1,34240.6,0
883,527,16,2,6574.64,10
884,527,38,1,4481.43,0
885,528,139,1,19944.1,10
886,529,59,1,20417.68,0
887,529,29,1,36217.08,0
888,530,8,1,25118.36,20
889,531,98,1,23885.56,15
890,532,134,1,19095.72,10
891,533,109,4,23825.78,0
892,534,108,3,34286.29,0
893,535,149,4,28778.16,15
894,535,57,1,44506.93,0
895,536,76,3,37915.85,15
896,536,113,2,36567.32,10
897,536,6,3,28802.85,15
898,537,124,1,18852.53,10
899,538,134,2,20611.85,5
900,539,53,1,4545.5,0
901,539,132,1,34702.88,10
902,539,9,1,5462.09,15
903,539,69,3,44243.86,0
904,540,74,1,35290.91,5
905,541,111,1,10610.07,5
906,542,87,4,20394.19,10
907,543,4,1,22354.47,0
908,543,37,3,16975.37,20
909,544,71,2,24454.14,10
910,545,6,1,22057.89,20
911,545,51,1,4160.02,15
912,546,99,1,39613.72,0
913,547,96,5,34666.22,0
914,548,142,3,43512.34,20
915,549,11,1,6748.41,10
916,549,10,1,3017.93,0
917,550,13,1,45727.88,20
918,550,121,2,43106.96,5
919,551,60,1,35138.22,0
920,552,5,1,6344.35,5
921,553,12,2,20983.17,15
922,553,141,1,1953.65,0
923,554,85,1,9042.65,5
924,554,117,2,30232.09,0
925,555,122,2,23498.66,15
926,556,41,1,22928.52,15
927,556,48,2,31436.01,5
928,557,51,1,5601.94,10
929,558,118,2,15210.71,5
